timestamp,random_id,user_id,campaign_id,group_id,ad_id,url_hash,domain_hash,zone_id,feedtag,clicked
1649785352831786,3335003889,3310,315,4048,93127,11266757644471456777,11382811376434838213,6412,4,false
1649785352832121,2316664574,3925,821,2760,43518,994511827059510134,16228568147800141140,7193,6,false
1649785352832456,2932434448,634,4,8354,10504,7978941878048562660,11829081105905022861,5244,2,false
1649785352832765,4016786454,3247,159,7730,29498,9812796730896825925,13410211960154612874,5873,1,false
1649785352833729,2972308994,1568,669,6495,22085,10277647412673384733,7502741106841439168,8950,4,false
1649785352834183,960391470,4840,659,4636,57167,2931288551272686323,17499918004705822984,2304,5,false
1649785352834525,464909060,938,338,3067,74610,14797284430760363104,7755613238889929489,2655,5,false
1649785352834803,703513858,3048,760,1323,64882,13784389029555576348,1813319813843761121,9582,1,false
1649785352835084,1207023812,331,444,1003,79828,15484450064366705907,13454842374060168904,9014,4,false
1649785352835448,3333476875,1156,307,624,95112,1241223290794244802,473228018342122847,4978,2,false
1649785352836000,3252300434,3633,38,5675,18006,3584232498229042085,18043017333084424256,9929,6,false
1649785352836312,104631517,273,344,6431,98358,16719927520812443575,7679879582790190057,1324,6,false
1649785352836613,3079507438,2762,38,3266,29502,749851598310612549,8019830346460637550,9146,3,false
1649785352836926,358548618,1383,243,3597,59223,3141237987215617461,6511963039156048657,1394,2,false
1649785352837206,2764884663,1681,157,4363,39450,15155773736659646945,7688626767889953589,1831,3,false
1649785352837490,1769125016,2857,569,1678,19659,15815013161212283631,10444182419025166661,6096,5,false
1649785352837795,4137377253,284,525,9075,48194,8068131663729327893,3821508689187810929,6471,2,false
1649785352838063,776250109,2739,263,3402,58966,12854203685815020862,5018008489316218327,7546,4,false
1649785352838344,703712530,3794,269,760,40918,3336904363677839221,17218982263564557105,2528,5,false
1649785352838617,2986397023,528,634,8009,44330,4760551999179100711,16513250208785662962,2203,6,false
1649785352838909,1165172024,2953,678,9148,49726,6396876522468839418,11930735379696692232,7468,3,false
1649785352839181,3734032146,1861,365,9723,18734,2710677786825365706,13576115898541430401,9420,2,false
1649785352839492,3550169486,2552,79,9205,16911,4424069292808101386,750707820336070354,5262,1,false
1649785352839954,1047725793,3738,668,2193,25419,6429266156312438895,12144950595913636461,1281,6,false
1649785352840338,1048511043,2341,758,1720,91486,7862975574872007771,9940641932960490908,9949,4,false
1649785352840622,4268038612,679,211,8065,6896,9007207057342060419,11290734097033732447,3881,1,false
1649785352841027,1408353907,3887,158,3222,99435,12191875160738716022,12717717230503722923,1571,6,false
1649785352841426,1115917030,6,238,4654,65517,18293357911376914348,1060233822013836818,8020,2,false
1649785352841761,2785657090,184,404,6558,51268,2961857686342270877,7368614353782653527,6369,5,false
1649785352842033,1906958205,4407,888,4606,51355,7277253837964428923,12808271909185019964,6423,3,false
1649785352842355,2404670270,3968,103,6176,2741,804361122950442357,1623574298439003929,7190,3,false
1649785352842609,737158768,508,307,3203,18643,17513874996226251722,7345135197996475672,6387,4,false
1649785352842912,4051099132,631,904,8576,17425,3275939914444854587,2233673105979512518,6065,4,false
1649785352843202,1450074567,2766,189,2556,32006,9758341732046607257,1283523542306513283,9859,5,false
1649785352843487,3283563096,2127,212,2008,80693,17481293196298626408,5986445129793512630,8781,5,false
1649785352843894,3671759906,3085,297,5615,84575,7130569995359041877,15665513217562754428,7882,5,false
1649785352844240,2202037258,119,851,3401,97135,13919992466032762474,8872677189095936645,8325,4,false
1649785352844530,4105225768,278,780,8801,21549,5750598796483918266,14972588435397238999,1493,5,false
1649785352844833,2749264849,125,234,9642,4172,2795292327289472214,13190757774446344159,4010,6,false
1649785352845158,1766447876,3847,975,7511,75970,10621814089196692859,16276084334404836018,4929,2,false
1649785352845476,4190848782,1292,387,7976,17156,2718903835406137170,7490124288822589295,7193,1,false
1649785352845753,4091980258,1644,586,8236,66499,7749043514542381399,3802515498838917106,6256,4,false
1649785352846222,1877270645,587,109,6325,13150,8716948809946147539,5089019859397662997,3042,4,false
1649785352846919,1941956700,641,44,5099,86007,7107648715541602889,11120278485440688862,4520,6,false
1649785352847311,3907957094,4606,546,3396,14728,252642022100645698,35748643424184979,8310,1,false
1649785352847947,586295108,2124,735,6555,95970,1252357435118394510,6491466845369607197,2785,1,false
1649785352848391,1171939851,1108,41,6106,38853,5217831790861016111,1137921753287273343,4084,5,false
1649785352848733,1668667541,1283,550,7725,84004,12906781031068960278,3924431828031558430,1637,1,false
1649785352849085,4115882335,1196,737,7970,26616,16886892373679997867,7639223122972402396,1428,3,false
1649785352849450,1389923334,2449,705,1312,12416,5639549055605269749,18368366008704366359,3438,1,false
1649785352849812,2577417377,418,608,3776,4005,10966939449623652281,5865692708412953566,4061,5,false
1649785352850286,979649164,2297,448,9673,31648,15071529458162990884,7627136350056415216,3170,2,false
1649785352850608,2367083086,1792,600,5616,54957,9722995117338041941,30397966291467741,1238,5,false
1649785352850890,69307923,861,833,6156,44111,4807611910226225202,4203664137897834166,4791,6,false
1649785352851203,2031479844,3201,937,1039,1503,9353347164449068826,17996905752903682856,5389,1,false
1649785352851495,2926337272,1565,22,894,9529,8184960517101238681,11719617205988799870,3694,4,false
1649785352852004,2004182879,573,797,4623,48157,6666791231088978628,13574716052730213007,7200,5,false
1649785352852315,333123870,4303,313,1293,21162,975059286130393632,7013728314592696002,3274,6,false
1649785352852640,1172502085,2246,938,4952,8284,9737775494966737388,8629614740636235760,3235,5,false
1649785352852954,1465708605,2188,187,6015,76312,17075544377341528349,3425952826920563859,9060,1,false
1649785352853238,2243471193,3824,267,3642,51116,289960517905968452,3726714607234822124,1113,3,false
1649785352853517,2402937506,4220,881,7104,4962,17519624990097393651,869600384029712584,4642,2,false
1649785352853821,2233920415,89,119,3022,89207,2760107790551636174,8447333259715979577,3642,3,false
1649785352854133,4066120281,686,355,4618,22888,5399431008076702902,12836986809289912932,1619,2,false
1649785352854425,3661546737,2976,775,5794,65647,8819082312937130464,13841783390447307258,9403,4,false
1649785352854700,902683073,2782,277,4233,75847,14573476933771559187,3477440994907873127,4410,3,false
1649785352854991,3460892058,1489,125,9040,83804,19311946688230147,13601077425072958834,2730,3,false
1649785352855335,3118588362,2144,289,6589,99835,7780393755629521087,4860176580424222190,4421,3,false
1649785352855739,1762246014,919,825,1347,13759,3205734548726494772,12457396875243804384,8743,1,false
1649785352856237,4136849659,4116,607,1554,79427,2336397985885957508,13795341605797056534,3631,1,false
1649785352856605,2000891346,4630,672,934,9914,13266232263595697236,16336406509414248133,7469,1,false
1649785352856886,505258243,4206,584,4852,17927,668135772020719514,16017573133825022569,4753,5,false
1649785352857233,3654063451,156,347,9421,40349,5022746180810654035,7929682469045010296,1111,6,false
1649785352857556,1957895772,2756,774,1675,23171,5896510332255066856,173670894952948547,4405,4,false
1649785352857847,1629307426,287,668,9660,88942,12642822916946052596,15970822651934687596,8291,5,false
1649785352858741,419419682,4877,455,4591,36291,2173871169842256901,212244079937806384,6507,1,false
1649785352859031,1130892948,265,833,1297,57520,14523800311664851088,10024060783691897637,2421,5,false
1649785352859308,1707205715,897,441,5307,97019,2965461827626342544,11748123448028627520,6716,2,false
1649785352859684,1086715477,403,274,9406,41344,10609757912531036244,313285779585470918,2897,2,false
1649785352860123,4038343193,172,703,8059,13914,14001566612180001709,7274801506832584308,3471,6,false
1649785352860446,1060481217,1640,172,3070,93183,4160083715791876378,9015064052024377848,1709,1,false
1649785352861038,2707716146,2965,88,1632,49665,3867824080970174162,8487658034487274184,1723,3,false
1649785352861605,1570856839,1242,142,236,47608,1928593099753621637,15174056896240760563,7848,1,false
1649785352861943,2295478914,3983,98,6904,92152,13124646329441170674,3643852792904478625,5647,1,false
1649785352862248,1249652602,587,573,8345,12312,18152211206060085104,11477589231794832347,2519,2,false
1649785352862541,3799314410,3871,797,1322,29798,10897160398500024835,6644082708137265321,2142,4,false
1649785352862841,1365404766,3475,306,6114,24415,6482360721133330001,16296942716616077525,3476,2,false
1649785352863129,2364474005,3138,102,5059,26948,9630036871222042694,6348771784054490518,8955,6,false
1649785352863443,3587129037,1781,370,6320,78030,1283730035724798065,8254904596154587900,3925,4,false
1649785352864187,1677929964,916,962,8656,96493,15009508050525858424,6553669960720261952,9994,4,false
1649785352865083,2832983732,2218,747,4102,61116,11070315923049292403,16723125856481930148,9277,1,false
1649785352865821,2006375299,2504,789,1539,57286,2897482574919271939,16255296443092326049,9809,6,false
1649785352866288,2675218229,3996,121,1722,1805,8583839897434654831,5625278547403229075,1773,6,false
1649785352866682,135192758,560,279,3586,81959,3403805053724334659,7069176897023197636,3265,1,false
1649785352867084,1123077572,4335,915,2376,17121,11397432921753315319,14506805613022248017,3218,5,false
1649785352867510,3541769173,100,861,7172,52788,18309209212619373894,6396608420903849794,8544,6,false
1649785352867932,2211381714,2869,618,6182,17846,6542740380538091730,2530745407690288869,5788,2,false
1649785352868309,1831304001,3529,350,4540,40661,5524577879782123374,13964141125889729694,5392,1,false
1649785352868620,2612183925,4261,223,8738,39018,12572056291128092119,5650846903079256813,5198,3,false
1649785352868997,2954108761,3316,80,6284,76238,6965902448786291463,18304151016966983944,1659,2,false
1649785352869299,2976009935,1826,968,7293,33873,9062415910290473179,6176598837207552863,5319,6,false
1649785352869830,4170771752,702,480,1796,58216,8001596038275396019,6913871115619009387,3243,4,false
1649785352870424,1061931339,4886,347,7507,93799,16825141494219783967,12263378593366819530,2337,2,false
1649785352870931,2435425361,426,431,3570,84570,954393290867384909,672683983577266352,3514,6,false
1649785352871267,2753857511,1625,604,8024,60179,12351202079730703407,2469576312479611231,1279,2,false
1649785352871600,3832442646,4887,810,4128,20946,12196167540311601777,1245593246055582756,3053,5,false
1649785352872053,2569683407,1329,478,7331,7812,1637161913566485427,14397866402811558172,2500,4,false
1649785352872382,3297722913,1927,709,771,47181,16216125868902076624,14277578694735027411,3307,5,false
1649785352872718,1911955114,1772,255,8167,42404,429427517090187255,16163533155618734331,5150,3,false
1649785352873047,433528599,2093,273,7523,76257,1393617428275011338,15338310061235629350,6351,5,false
1649785352873369,1995538568,1747,369,1578,83663,11542033935319518341,13821403085955851556,8031,3,false
1649785352873688,651523106,3569,29,5972,71766,6264553423874189975,9793175939278472375,4227,6,false
1649785352873995,1354047412,2600,826,4881,90185,4369708558343878349,10375995735452824700,6214,5,false
1649785352874408,2885982917,355,707,1128,38420,8229854621010914178,3358217257545895770,4723,6,false
1649785352874787,3525147301,3409,491,7644,11924,5978150608248885239,4620926764442304646,4232,4,false
1649785352875088,483382518,4681,985,3621,26909,12215732329095898198,7362301614066592223,4871,3,false
1649785352875396,2194308683,3539,921,328,87950,9710843543769332028,4142630033904638144,8934,1,false
1649785352875856,450976132,4719,327,7230,22974,16792921190569802998,9099907786723344763,9207,4,false
1649785352876216,3244890015,2275,942,3120,3023,8208214104547487804,1238031328244028222,8928,1,false
1649785352876643,2092290000,2970,635,971,2289,15952408797662515688,2945352549728606226,5785,2,false
1649785352877061,745755980,4283,149,3570,46433,8747513945911178987,7131454264738460485,9276,4,false
1649785352877417,685224130,2749,325,4112,68434,5937206654086250791,108977368161335878,6566,1,false
1649785352877759,674044724,2761,599,4529,71810,913846812811480551,3687295529108080688,4650,6,false
1649785352878144,523465997,4379,275,1899,47815,3238377372810561135,12044215142539804429,4188,6,false
1649785352878636,1227177583,636,481,8278,50884,9411708915583828989,9256811250577972214,7763,3,false
1649785352878934,657982310,2116,81,4653,35599,987967240926724595,9157539888257949968,9391,6,false
1649785352879382,833888545,2689,472,854,88589,2858573141762949711,7435407503101666349,6309,4,false
1649785352879957,3065113247,2653,821,793,55250,3995555212122081852,18083137099297903126,5799,6,false
1649785352880550,3014782994,3989,23,7387,17102,11897811761767844363,15799746821464884331,1075,6,false
1649785352881536,3878166302,4692,665,9198,76134,17662150146898571093,17299955171104935880,4090,5,false
1649785352882643,1645947638,2198,996,9986,56641,5266360899075445502,10007629251314380928,3815,2,false
1649785352883058,3211809552,4958,228,2791,66882,6789431759610725036,18033164294597807198,3698,5,false
1649785352883367,2207985879,384,534,6674,51428,11787608690707464479,13013577821021864817,8140,6,false
1649785352883932,3211123592,1531,264,3903,86831,8612500746081543897,3585879161677502650,1302,3,false
1649785352884316,4075204885,4068,579,5649,79325,1342338453613751300,5376118760998701303,3114,6,false
1649785352884638,3112729027,3931,332,5729,62632,164188179271732573,7028166860496328963,9794,3,false
1649785352885157,440924428,1016,785,4932,2719,15004358683423231492,17199029186659766428,6321,6,false
1649785352885507,77095435,3283,255,2526,11452,14842663303751481049,16931276771290983081,9334,4,false
1649785352885956,1715882351,156,717,2365,29932,13691419293400496817,15959982696902974475,1192,4,false
1649785352886263,1083682987,1721,354,2283,51648,14806321342020046473,95657641601426350,9389,6,false
1649785352886620,3523127594,912,891,6674,20223,9554077882769335130,15525093170767211702,7147,6,false
1649785352886942,571988384,2505,979,8792,25265,15440118829838779175,11039936057927879959,7266,6,false
1649785352887242,1491543297,3246,136,9567,74150,11465275722398171751,13153105787798147775,5817,6,false
1649785352887540,1284922665,3618,265,7837,52148,11494691832474519188,2203254505480667369,2672,3,false
1649785352887899,303346387,3587,406,7080,75643,5141809566349941383,7120564423458246809,7895,6,false
1649785352888197,4227517567,1154,981,3834,62761,11401401308322832558,17430866994078812659,7462,3,false
1649785352888513,785893997,1063,663,6413,74253,13398574912366970571,13841890036529470075,8788,5,false
1649785352888882,2882403634,4052,627,9568,30378,1133130507016659068,6812137859104576760,5018,3,false
1649785352889225,2384640471,4700,956,7998,55864,5258672761603040178,5766374743265323315,5423,5,false
1649785352889667,1151762913,4966,818,420,86083,14610083139824967108,4357518249705564128,1233,4,false
1649785352890121,1599164350,3755,638,4950,32641,8094391428268605532,14833822891275231196,6157,5,false
1649785352890415,411646725,2537,992,6610,39392,5208961299106137725,2811082889067405106,5957,1,false
1649785352890790,2469677467,214,985,8193,97656,3987167865782276252,15547199391246888015,7747,2,false
1649785352891095,918414834,4992,65,847,85796,1547549702637989267,4762026365861856173,9627,3,false
1649785352891467,3592616551,339,120,4324,94619,15848076931781718595,7526705633434807215,7570,4,false
1649785352891894,843208973,268,987,214,59764,5470296243940559295,15969224685827684712,2197,1,false
1649785352892263,3925344697,76,555,9522,38523,13582426163798273443,12179594506051709547,4598,2,false
1649785352892633,1630301056,1317,33,7004,2325,927336412552002520,14246577917236450529,4231,6,false
1649785352892969,2619754387,3779,366,8877,40408,4046107512982406581,8976733713764982422,2729,1,false
1649785352893317,330026484,3548,257,6105,75593,15011898155096098075,4557552786082588501,2492,6,false
1649785352893652,917949037,3499,307,2743,37528,549657210301523445,8463887829995365574,1735,6,false
1649785352893951,1969191607,1333,417,3073,38088,17614361287750839213,14599995933796047653,4135,6,false
1649785352894514,1509412662,1955,559,3337,70777,12027924642895075533,8412636003574164070,7601,1,false
1649785352894942,1938886284,4497,585,4253,8702,17690509180974255897,11328701777345593373,3379,3,false
1649785352895327,1120867984,3157,241,7653,1475,13427064771108878142,3177027492810484705,4333,6,false
1649785352895715,3314801832,4102,308,9764,33568,5621777794386562522,1373959268229553495,2111,3,false
1649785352896134,2029662899,4060,937,8555,48533,9142466252691374126,2106730101013099813,5619,3,false
1649785352896454,3424765022,623,373,9611,94530,8271847040503412881,17008137308474291296,6466,4,false
1649785352896779,2022931936,4493,389,4247,1164,13248534827462073808,11643678985378682679,8248,1,false
1649785352897085,31953268,4151,674,9883,72456,16991948229836698012,426755211865288150,3781,2,false
1649785352897508,2587000863,607,704,339,90072,18297076398974838542,10948614321777183965,1132,2,false
1649785352897924,3113408557,1207,111,7944,29335,10753432070408383422,18242438660583320926,9900,5,false
1649785352898274,3334483190,4716,971,8010,3289,11409764924855112418,17441337122717589061,8193,5,false
1649785352898750,3486254933,4876,732,9815,40803,7881470171359935611,8616497068701455810,4885,3,false
1649785352899119,3859328858,3172,691,6122,61982,17389060515194858717,6053209615824495931,8359,4,false
1649785352899465,2251931593,1582,761,5999,51553,14290913718303244613,13132614431287100816,1082,6,false
1649785352900159,2745806369,4922,972,288,21190,3642940556934303511,13496179650751728279,8054,2,false
1649785352900490,1635791300,4161,146,8233,40604,16700401079715717087,15359582692842202838,8260,3,false
1649785352900820,1571994822,3893,958,976,65131,5580831505862245747,4831717408973860246,2010,6,false
1649785352901172,2509137515,1690,827,4931,22022,11332393673802351739,12810415958585780243,6188,4,false
1649785352901524,3075698002,3763,589,3963,26500,11311316508683526223,518941886086104467,4304,1,false
1649785352901850,3694447230,138,771,4091,23369,2696397565799787372,633194521009964928,2753,6,false
1649785352902353,230000174,313,962,1007,20815,17067871668255957085,1595795652040965164,6861,6,false
1649785352902717,2472277482,2710,345,7179,81329,6089834723108028906,6257957460299437979,7551,2,false
1649785352903212,2584931356,299,78,4533,58516,11562614254172958,109034385737667069,8718,4,false
1649785352903541,1932940374,1503,11,1669,95538,10508753671614064974,1560900789055904340,7544,6,false
1649785352903957,1304214581,3371,767,9380,71691,4813155066736112446,10144252754328925166,7677,5,false
1649785352904298,1973318805,3972,772,8491,49590,12628122436489834049,16555378032867072655,7582,5,false
1649785352904660,2575701217,4768,885,3883,6944,16007197119043448258,16990403781201665294,8570,2,false
1649785352904993,313872970,4348,355,4084,19155,17108816745828045450,7125108529016470915,4429,2,false
1649785352905329,2893152763,1388,329,343,81944,16722103335064764316,13392067854622148647,8213,6,false
1649785352905638,3498484819,828,766,2160,48869,12648635620515499484,9377999371527103860,7950,6,false
1649785352905963,2693816108,2095,990,8694,47905,11508179675745642914,16415234850643181039,9422,2,false
1649785352906282,692753491,4657,327,4684,1180,10516844657626030201,106514693038487324,6855,1,false
1649785352906731,323575280,2149,533,9966,53863,7471932282016154922,300885598167269964,4164,3,false
1649785352907075,1701548379,3087,500,3720,4248,3214083800821678152,14041384125248342109,6041,4,false
1649785352907436,602312657,807,470,4298,44010,646418549221965358,16341494341593717985,6828,2,false
1649785352907915,1149620906,2825,842,7508,97702,13310475573176762047,596137428875663652,3577,5,false
1649785352908306,211607481,1657,284,7314,42464,6838783348141964872,5260295204653632798,5715,2,false
1649785352908602,2430066970,3200,315,2210,58455,14497119972386575283,17600199485908505022,3074,5,false
1649785352908922,383780390,2636,397,8781,76111,8325069050337766851,3508728661566879424,9937,2,false
1649785352909226,1973110780,1883,686,2191,78945,18320152156009133230,15383491562511705670,1389,6,false
1649785352909554,448199835,4375,420,6904,5066,10722484249243882259,6012247184718224788,4165,2,false
1649785352909891,2908409563,1574,297,6539,86197,12229890494101165499,145934420569912538,4907,4,false
